supermarket,category,name,description,price,reference_price,reference_unit,insert_date
carrefour-es,perfumeria_e_higiene_depilacion_maquinillas_y_recambios,Pastillas antical para lavadoras 3 en 1 en Calgon 45 ud.,Pack-2,0.897456868634233,6.657192323689012,100ml,2024-12-01 00:00:00
mercadona-es,el_mercado_panaderia_bolleria_y_pasteleria_magdalenas_dulces_y_bollos,Bebida láctea natural azucarada Hacendado,,3.416781045547121,2.207687046651163,l,2024-12-01 00:00:00
dia-es,perfumeria_e_higiene_higiene_intima_aseo_intimo,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,Pack-8,10.232335654746278,13.895115442697769,kg,2024-12-01 00:00:00
carrefour-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,ISABEL mejillones en salsa vieira 13/18 piezas lata 69 grs,10 Ud.,1.655784156426728,8.691699662707972,lavado,2025-01-01 00:00:00
mercadona-es,charcuteria_y_quesos_salchichas_salchichas,Yogur líquido con avena sin azúcar añadido Danone Danacol pack de 6 unidades de 100 g.,,2.7178742154036883,7.273367515740859,€/l.,2025-01-01 00:00:00
dia-es,drogueria_y_limpieza_accesorios_limpieza_guantes,DIA palitos de mozzarella bolsa 400 gr,,4.955533958920751,0.5599871706355527,L,2025-01-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,Papilla zanahorias baby con ternera Hero baby +6 meses,,5.155240371503478,0.09671097807621798,kg,2025-01-01 00:00:00
dia-es,parafarmacia_cuidado_e_higiene_facial_cremas_faciales,Maletin de maquillaje Camouflage Perfect Traveller Magic Studio IDC 1 ud.,,1.4378002562645704,2.019354162098032,kg,2025-01-01 00:00:00
carrefour-es,cuidado_del_cabello_peines_y_accesorios,Acelgas Ybarra 425 g.,,7.731627068150919,58.950256413234236,ud,2025-01-01 00:00:00
carrefour-es,la_despensa_alimentacion_salsas_y_tomate_frito,DIA yogur fresa-plátano pack 8 unidades 125 g,Tableta,18.951457487653098,0.39231544927388995,ud,2025-01-01 00:00:00
mercadona-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Helado sándwich de nata Hacendado,Brick,0.8259279642749827,0.7857230481774472,€/l.,2025-01-01 00:00:00
carrefour-es,limpieza_y_hogar_papeleria_colorear,Crema de cacao con leche y avellanas Carrefour 750 g.,,9.132869316463191,9.128900020856532,€/Kg.,2025-01-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_infusiones_manzanilla,CLA Prozis 90 ud.,50 G.,0.9581499781570642,1.1026758332101132,€/l.,2025-01-01 00:00:00
dia-es,mascotas_pajaros_pienso_para_pajaros,Papilla zanahorias baby con ternera Hero baby +6 meses,,1.449943284021396,2.0247966183658344,€/ud.,2025-01-01 00:00:00
mercadona-es,la_despensa_aperitivos_patatas_fritas,SCHOLL Gel activ plantillas uso diario para mujer talla 35.5 - 40.5,Bandeja,1.905411420624906,1.2351388162925367,kg,2025-01-01 00:00:00
carrefour-es,la_despensa_alimentacion_semillas,Bebida láctea natural azucarada Hacendado,,3.90329580991573,43.05752106243664,ud,2025-01-01 00:00:00
carrefour-es,parafarmacia_cuidado_e_higiene_facial_cremas_faciales,Agua de coco ecológica Cocomi sin gluten brik 1 l.,500 Ml.,4.494671515092272,16.317159869082015,ud,2025-02-01 00:00:00
mercadona-es,conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,,17.62647195322761,15.904060332940421,100 ml,2025-02-01 00:00:00
mercadona-es,bebidas_refrescos_refrigerados,Regañás con aceitunas y orégano Abuelobread sin gluten y sin lactosa 50 g.,,1.021761725704668,20.84428705740365,€/ud.,2025-02-01 00:00:00
mercadona-es,limpieza_y_hogar_cuidado_de_la_ropa_detergentes,Arroz con leche La Ermita de San Pedro sin gluten 270 g.,,3.4461263212713003,6.646851437411363,m,2025-02-01 00:00:00
dia-es,marisco_y_pescado_pescado_en_bandeja,"Café sontuoso en cápsulas L'Or Espresso compatible con Nespresso 20 unidades de 5,2 g.",,3.572583441883209,3.4300280070088505,kg,2025-02-01 00:00:00
carrefour-es,parafarmacia_nutricion_y_dietetica_tratamientos_naturales,Zumo de naranja Don Simón sin pulpa brik 1 l.,290 G.,1.4805026755231612,26.727969764122168,100 ml,2025-02-01 00:00:00
dia-es,cuidado_del_cabello_peines_y_accesorios,Escalopines de salmón sin espinas,,1.7806484749758011,5.367192634054593,€/l.,2025-02-01 00:00:00
carrefour-es,limpieza_y_hogar_menaje_y_conservacion_de_alimentos,Acelgas Ybarra 425 g.,,3.626516046395126,6.993758536730663,€/l.,2025-02-01 00:00:00
dia-es,zumos_naranja,Detergente líquido Actilift Ariel 50 lavados.,Bandeja,23.420067158626203,77.370762301674,ud,2025-02-01 00:00:00
carrefour-es,la_despensa_aperitivos_patatas_fritas,GIRALDO bacalao al pil pil bandeja 300 gr,,1.5317565921870082,2.2407043767618977,kg,2025-02-01 00:00:00
dia-es,panaderia_y_pasteleria_tartas_y_pasteles,Caldo de pollo Carrefour sin gluten brik 1 l.,Pack-8,3.9039817486943678,12.866429152375927,l,2025-02-01 00:00:00
carrefour-es,desayuno_dulces_y_pan_preparacion_de_postres_decoracion_y_complementos_para_postres,Gel de higiene íntima Deliplus,10 Ud.,2.663497611888753,0.7822850490419802,l,2025-02-01 00:00:00
